,pag_pt,pag_en,type_pt,type_en,equipment_pt,equipment_en,problem_pt,problem_en,cause_pt,cause_en,action_pt,action_en, _pt, _en
128,32,32,Mecânico,Mechanical,Válvula,Valves,Vibração em válvula gaveta (cont.),Gate valve chattering (continued),Válvula parcialmente aberta,Partially open valve,Abra ou feche completamente a válvula; A válvula gaveta deve estar sempre totalmente aberta ou totalmente fechada,Open or shut the valve completely; The gate valve should always be fully open or shut, , 
129,32,32,Mecânico,Mechanical,Válvula,Valves,Vibração em válvula gaveta (cont.),Gate valve chattering (continued),Frequência natural de vibração excitada por outra frequência natural ou induzida,Natural vibration frequency being excited by some other natural or induced vibration frequency,Modifique a massa tornando a válvula mais rígida; Adicione um peso próximo à válvula na tubulação,Change the mass by stiffening the valve; Add a weight to the pipe as close as possible to the valve, , 
130,32,32,Mecânico,Mechanical,Válvula,Valves,Vibração em válvula gaveta (cont.),Gate valve chattering (continued),Válvula de haste ascendente em espaço confinado restringindo a abertura total,Rising stem valve in confined space restricting full opening,Substitua a válvula por uma válvula de haste não ascendente,Change the valve for a non-rising stem valve, , 
131,32,32,Mecânico,Mechanical,Válvula,Valves,Vibração em válvula gaveta (cont.),Gate valve chattering (continued),Porca de trava da haste no fuso solta,Stem lock nut on yoke loose,Aperte a porca do fuso,Tighten the yoke nut, , 
132,33,33,Mecânico,Mechanical,Válvula,Valves,Vazamento através do disco e sede em uma válvula globo,Leakage across the disc and seat in a globe valve,Erosão na face da sede,Erosion across the seat face,"Refaça o disco e a sede e faça o polimento para garantir bom contato em toda a superfície; Durante operações de regulagem, não feche a válvula o suficiente para gerar um ruído agudo e estridente","Reface the disc and seat, and lap to ensure good contact all around the faces; During throttling operations, do not close the valve far enough to induce a high-pitched screaming noise", , 
133,33,33,Mecânico,Mechanical,Válvula,Valves,Vazamento através do disco e sede em uma válvula globo,Leakage across the disc and seat in a globe valve,Área de contato da sede muito ampla,Seat contact surface area too wide,"Usine o disco e a sede para produzir uma faixa de contato muito estreita ao redor das faces da sede e do disco; Idealmente, mantenha um ângulo diferencial de 0,5° entre as faces da sede e do disco","Machine the disc and seat to produce a very narrow contact band around the seat and disc faces; Ideally, maintain a 0;5° Differential angle between the seat and disc faces", , 
134,33,33,Mecânico,Mechanical,Válvula,Valves,Vazamento através do disco e sede em uma válvula globo,Leakage across the disc and seat in a globe valve,Válvula incorreta no sistema,Incorrect valve in the system,"Substitua imediatamente a válvula se ela estiver classificada para 200 psi e 125 s, mas estiver operando em um sistema de vapor de 400 psi",Change the valve immediately if the valve is rated at 200 wog and 125 s and is operating in a 400-psi steam system, , 
135,34,34,Mecânico,Mechanical,Válvula,Valves,Vazamento através do disco e sede em uma válvula globo (cont.),Leakage across the disc and seat in a globe valve (continued),Válvula incorreta no sistema (cont.),Incorrect valve in the system (continued),"Se a válvula estiver sob pressão excessiva, é perigoso operar nessa pressão; Ela deve operar com no máximo 200 psi em um sistema de água, óleo ou gás, e no máximo 125 psi em um sistema de vapor","If the valve is overpressurized, it is dangerous to operate at this pressure; It should be operating at no more than 200 psi in a water, oil, or gas system, and no more than 125 psi in steam system", , 
136,35,35,Mecânico,Mechanical,Válvula,Valves,Vazamento intermitente na válvula,Intermittent leakage across the valve,Desalinhamento do disco devido a haste da válvula torta,Disc cocking due to bent valve stem,Remova a haste e verifique o tir; Endireite a haste da válvula,"Remove the stem, and check the tir; Straighten the valve stem", , 
137,35,35,Mecânico,Mechanical,Válvula,Valves,Vazamento intermitente na válvula,Intermittent leakage across the valve,Disco preso devido a desalinhamento leve e fora do centro das roscas do corpo da tampa,Disc sticking due to slightly off-center misalignment of bonnet stem threads,Substitua a válvula; Verifique o alinhamento da tubulação com o corpo da válvula; A tubulação deve ter zero cold spring com a conexão da válvula,Change the valve; Check piping alignment to the valve body; Piping should have zero cold spring with valve nozzle, , 
138,35,35,Mecânico,Mechanical,Válvula,Valves,Vazamento intermitente na válvula (cont.),Intermittent leakage across the valve,"Haste fixada na porca do disco está muito apertada, restringindo o auto-centralização do disco no assento","Stem attached to the disc nut is too tight, restricting the disc from self-centering in the seat","Adicione calços, um de cada vez, entre a porca da haste e o ombro do disco até obter folga suficiente",Add shims one at a time between the stem nut and disc shoulder until sufficient float is achieved, , 
139,36,36,Mecânico,Mechanical,Válvula,Valves,A tampa roscada afrouxa repetidamente,Screwed bonnet loosening off repeatedly,Assento de retrocesso da válvula muito apertado,Valve back-seated too tightly,"Aperte novamente a porca de travamento da tampa; Aviso: se esse problema não for corrigido, a válvula pode explodir e causar lesões; Para evitar esse problema, não force a haste para o assento de retrocesso contra a tampa, especialmente usando uma chave de válvula","Retighten the bonnet lock nut; Warning: if this problem is not corrected, the valve may blow out and cause injury; To avoid this problem, do not force the stem to the backseat against the cover, particularly using a valve wrench", , 
140,37,37,Mecânico,Mechanical,Válvula,Valves,A tampa roscada afrouxa repetidamente (cont.),Screwed bonnet loosening off repeatedly (continued),Parafuso de travamento ou aba ausente,Missing lock screw or tab,"Verifique a necessidade de um parafuso de travamento ou aba lendo o desenho ou a documentação do fabricante e reinstale a aba ou parafuso de travamento, se necessário; Aviso: nunca instale uma válvula globo com tampa roscada em um sistema de alta pressão ou um sistema com substância perigosa, pois a tampa pode se soltar se for forçada contra o assento de retrocesso","Verify the need for a lock screw or tab by reading the drawing or manufacturer""s documentation, and reinstall the tab or lock screw if necessary; Warning: never install a screwed bonnet globe valve in a high-pressure system or a dangerous substance system because the bonnet can become unscrewed if it is forced against the backseat", , 
141,37,37,Mecânico,Mechanical,Válvula,Valves,A tampa roscada afrouxa repetidamente (cont.),Screwed bonnet loosening off repeatedly (continued),Porca de travamento da tampa não torquedade acordo com os valores especificados,Bonnet lock nut not torqued to specified setpoints,"Verifique as configurações, usando uma chave de torque para corrigir a configuração, se necessário","Verify the setting, using a torque wrench to correct the setting if required", , 
142,38,38,Mecânico,Mechanical,Válvula,Valves,Vazamento na flange da tubulação,Piping flange leaking,Parafusos mal apertados,Bolts improperly tightened,"Afrouxe os parafusos e aperte-os corretamente; Os parafusos da flange precisam ser apertados sequencialmente ao redor do círculo de passo dos parafusos; Após apertar a primeira porca firmemente, vá 180° para a segunda porca e aperte-a firmemente; Vá 90° para a terceira porca e aperte-a firmemente; Vá 180° para apertar a quarta porca; Repita essa sequência até que todas as porcas estejam apertadas firmemente; Aplique o torque em todas as porcas de acordo com as especificações na mesma sequência para completar o processo de aperto","Loosen the bolts, and retighten properly; Flange bolts need to be tightened sequentially around the bolt pitch circle; After the first nut is tightened snugly, go 180° across to the second nut, and tighten it snugly; Go 90° to the third nut, and tighten it snugly; Go 180° to tighten the fourth nut; Repeat this sequence until all the bolts are snugly tightened; Torque all nuts to specification in the same sequence to complete the tightening process", , 
143,39,39,Mecânico,Mechanical,Válvula,Valves,Vazamento na válvula para flange de tubulação (continuação),Valve to piping flange leaking (continued),"Reutilização da junta antiga, fazendo com que o material da junta antiga grude na superfície da flange","Reusing old gasket, causing old gasket material to stick to the flange surface",Limpar a flange de todo material estranho; Certificar-se de que as faces da flange estejam corretamente alinhadas entre si e na posição de ajuste de zero deflexão térmica; Sempre usar uma junta nova ao instalar uma válvula ou fazer reparos,Scrape the flange clean of all foreign material; Ensure that the flange faces are properly aligned to each other and at the zero cold spring setpoint; Always use a new gasket when installing a valve or making repairs, , 
144,40,40,Mecânico,Mechanical,Válvula,Valves,Vazamento na válvula para flange de tubulação (continuação),Valve to piping flange leaking (continued),Configuração incorreta da junta flexível,Wrongly set flexible gasket,"Se a compressão for inferior a 60% e nenhum outro dano for aparente, apertar a junta até o ponto de ajuste correto; Se a compressão for superior a 60%, descartar a junta e substituí-la por uma nova; Observação: as ondulações da junta flexitallic devem ser comprimidas a no mínimo 60% da espessura original para vedação eficaz; Se a junta for comprimida além de 90%, ela se torna ineficaz","If the compression is less than 60% and no other damage is apparent, then tighten the gasket to the correct setpoint; If the compression is greater than 60%, scrap the gasket, and replace it with a new gasket; Note: flexitallic gasket corrugations must be compressed to a minimum of 60% of the original thickness for effective sealing; If the gasket is compressed beyond 90%, it becomes ineffective", , 
145,41,41,Mecânico,Mechanical,Válvula,Valves,Vazamento na válvula de segurança de pressão,Pressure safety valve leaking,Configuração incorreta,Improper setting,Corrigir a configuração ou entrar em contato com a manutenção,"Correct the setting, or contact maintenance", , 
146,41,41,Mecânico,Mechanical,Válvula,Valves,Vazamento na válvula de segurança de pressão (continuação),Pressure safety valve leaking,"Área de contato entre o disco da válvula e o assento muito grande, causando vazamento na válvula","Valve-disc-to-seat contact area too large, causing valve simmering to take place",Refazer a face do assento e a face do disco para manter uma diferença de ângulo de 1/2 grau entre os pontos de contato,Reface the seat face and disc face to maintain a 1/2 degree angle differential between the points of contact, , 
147,42,42,Mecânico,Mechanical,Válvula,Valves,Vazamento na válvula de segurança de pressão (continuação),Pressure safety valve leaking (continued),Mola de compressão rachada ou quebrada,Cracked or broken compression spring,"Realizar uma inspeção visual da mola em busca de rachaduras ou quebras; Se a mola puder ser retirada da válvula sem estar quebrada, pendurá-la em um fio e batê-la levemente com um martelo de penas; Se a mola emitir um som alto e claro, não há rachaduras; Se a mola produzir um som de batida, ela está rachada; Substituí-la","Perform a visual inspection of the spring for cracks or breaks; If the spring can be taken off valve without being broken, hang it on a string, and strike it very lightly with a peen hammer; If the spring rings loudly and clearly, it does not have a crack; If the spring makes a clunking sound, it is cracked; Replace it", , 
148,42,42,Mecânico,Mechanical,Válvula,Valves,Vazamento na válvula de segurança de pressão (continuação),Pressure safety valve leaking (continued),Haste da válvula dobrada,Bent valve stem,"Verificar a retidão da haste para garantir que ela não esteja dobrada; Endireitar a haste, se necessário",Check the stem tir to ensure that the stem is not bent; Straighten the stem if necessary, , 
149,43,43,Mecânico,Mechanical,Válvula,Valves,Vibração intermitente em válvulas e tubulações associadas,Intermittent vibration on valves and associated piping,Carregamento inadequado de suportes de tubulação,Improper loading of pipe hangers,Avaliar os pontos de ajuste atuais para garantir que atendam às especificações,Evaluate the current setpoints to ensure that they meet specifications, , 
150,43,43,Mecânico,Mechanical,Válvula,Valves,Vibração intermitente em válvulas e tubulações associadas,Intermittent vibration on valves and associated piping,Ressonância,Resonance,"Remover qualquer coisa que não deva estar na tubulação; Observação: a tubulação e as válvulas podem estar carregadas com andaimes ou passarelas de manutenção; Isso pode alterar a massa, afetar a frequência natural e fazer com que os andaimes ou passarelas vibrem em sintonia com uma bomba ou motor que tenha a mesma frequência natural; Essa vibração pode ter resultados devastadores","Remove anything that should not be on the piping; Note: piping and valves may be loaded down with scaffolding or maintenance walkways; This can alter the mass, affecting the natural frequency and causing the scaffolding or walkways to vibrate in tune with a pump or motor having the same natural frequency; This vibration can have devastating results", , 
151,43,43,Mecânico,Mechanical,Válvula,Valves,Vibração intermitente em válvulas e tubulações associadas,Intermittent vibration on valves and associated piping,Golpe de aríete,Water hammer,"Certificar-se de que as purgas de vapor estejam operando e não precisem de manutenção; Limpar as purgas, se necessário; Abrir as válvulas de drenagem durante qualquer parada da planta",Ensure that the steam traps are operating and do not need maintenance; Clean the traps as necessary; Open the drain valves during any plant shutdown, , 
152,44,44,Mecânico,Mechanical,Válvula,Valves,Vazamento contínuo em uma válvula borboleta,Continual leakage across a butterfly valve,Válvula pode estar instalada na direção errada,Valve may be installed in the wrong direction,Verificar a seta de direção na fundição lateral do corpo da válvula; Inverter a instalação do corpo se a seta de direção indicar que a válvula está instalada incorretamente,Check the direction arrow casting on the side of valve body; Reverse the body installation if the directional arrow indicates that the valve is incorrectly installed, , 
153,44,44,Mecânico,Mechanical,Válvula,Valves,Vazamento contínuo em uma válvula borboleta,Continual leakage across a butterfly valve,Desalinhamento da tubulação com a válvula,Piping misalignment with valve,Inspecionar e relatar as descobertas à manutenção,Inspect and report the findings to maintenance, , 
154,44,44,Mecânico,Mechanical,Válvula,Valves,Vazamento contínuo em uma válvula borboleta,Continual leakage across a butterfly valve,Assento de válvula e junta de neoprene,Neoprene valve seat and gasket,"Verificar o assento da válvula para garantir que não tenha dobrado ou enrolado durante a instalação; Endireitar, se necessário",Check the valve seat to ensure that it did not kink or roll during installation; Straighten as necessary, , 
155,45,45,Mecânico,Mechanical,Válvula,Valves,Válvula operada manualmente com dificuldade para abrir,Hand-operated valve difficult to open,Dano na rosca do fuso,Thread damage,"Remover o fuso da válvula e passar uma ferramenta de rosca ao longo da rosca, caso seja uma rosca padrão; Se for uma rosca trapezoidal, usar um alargador de rosca ou uma lima fina para remover quaisquer imperfeições","Take the stem out of the valve; And run a die-nut down the thread if it is a standard thread; If it is an acme thread, use a thread chaser or a fine file to remove any imperfections", , 
156,45,45,Mecânico,Mechanical,Válvula,Valves,Válvula operada manualmente com dificuldade para abrir,Hand-operated valve difficult to open,Eixo dobrado,Shaft bent,Remover o eixo e verificar a retidão; Endireitar o eixo e reinstalá-lo na válvula,"Remove the shaft, and check tir; Straighten the shaft, and reinstall in the valve", , 
157,45,45,Mecânico,Mechanical,Válvula,Valves,Válvula operada manualmente com dificuldade para abrir,Hand-operated valve difficult to open,Corpo da válvula torcido,Valve body twisted,"Separar a tubulação da válvula e observar o quanto a tubulação se desalinha; Se a tubulação estiver desalinhada, ela deve ser dobrada até se alinhar com a conexão da válvula, sem deflexão térmica; Atenção: se uma válvula operada manualmente não puder ser movida facilmente, é necessário realizar manutenção; Nunca force uma válvula usando uma chave","Separate the pipe from the valve, and observe how far the pipe moves out of alignment; If the pipe is out of alignment, the pipe must be bent until it meets the valve nozzle with zero cold spring; Warning: if a hand-operated valve cannot be moved without difficulty, it requires maintenance; Never force a valve by using a wrench", , 
158,45,45,Mecânico,Mechanical,Válvula,Valves,Válvula operada manualmente com dificuldade para abrir,Hand-operated valve difficult to open,Tubulação desalinhada em relação ao corpo da válvula,Piping misaligned to valve body,"Separar a tubulação da válvula e observar o quanto a tubulação se desalinha; Se a tubulação estiver desalinhada, ela deve ser dobrada até se alinhar com a conexão da válvula, sem deflexão térmica; Atenção: se uma válvula operada manualmente não puder ser movida facilmente, é necessário realizar manutenção; Nunca force uma válvula usando uma chave","Separate the pipe from the valve, and observe how far the pipe moves out of alignment; If the pipe is out of alignment, the pipe must be bent until it meets the valve nozzle with zero cold spring; Warning: if a hand-operated valve cannot be moved without difficulty, it requires maintenance; Never force a valve by using a wrench", , 
159,46,46,Mecânico,Mechanical,Válvula,Valves,Válvula operada manualmente com dificuldade para abrir,Hand-operated valve difficult to open,Porca do castelo desalinhada em relação ao assento da válvula,Bonnet stem nut out of alignment with valve seat,Entrar em contato com a manutenção e a oficina para corrigir esse problema e substituir a válvula,Contact maintenance and the machine shop to correct this problem and replace the valve, , 
160,46,46,Mecânico,Mechanical,Válvula,Valves,Válvula operada manualmente com dificuldade para abrir,Hand-operated valve difficult to open,Embalagem do castelo muito apertada,Gland packing too tight,Afrouxar o seguidor do castelo e permitir que a embalagem se mova ligeiramente,"Slacken off the gland follower, and allow the packing to move slightly", , 
161,46,46,Mecânico,Mechanical,Válvula,Valves,Válvula operada manualmente com dificuldade para abrir,Hand-operated valve difficult to open,Embalagem do castelo instalada incorretamente,Gland packing badly installed,Reembalar a válvula,Repack the valve, , 
162,47,47,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Acionamento ruidoso,Noisy drive,Tensão incorreta,Incorrect tension,Verificar a deflexão de 2% no lado frouxo e ajustar a tensão da corrente conforme necessário,"Check the slack side span for 2% deflection, and adjust the chain tension as necessary", , 
163,47,47,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Acionamento ruidoso,Noisy drive,Lubrificação insuficiente,Insufficient lubrication,Verificar a lubrificação adequada do acionamento; Lubrificar o acionamento conforme necessário,Check the drive for proper lubrication; Lubricate the drive as necessary, , 
164,47,47,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Acionamento ruidoso,Noisy drive,Desgaste da corrente,Worn drive,"Verificar o desgaste da corrente e da engrenagem, substituindo-as se necessário","Check the chain and sprocket for wear, and have it replaced if worn", , 
165,47,47,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Acionamento ruidoso,Noisy drive,Desalinhamento das engrenagens,Misalignment of sprockets,Verificar o alinhamento e realinhar conforme necessário,"Check the alignment, and realign as necessary", , 
166,47,47,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Acionamento ruidoso,Noisy drive,Invólucro solto ou rolamentos soltos,Loose casing or bearings,"Apertar todos os parafusos e reforçar os invólucros, conforme necessário",Draw up all bolts and brace the casings as required, , 
167,47,47,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Acionamento ruidoso,Noisy drive,Passo muito grande,Pitch too large,"Verificar o gráfico de especificações do acionamento por corrente; Substituir a corrente, se necessário",Check chain drive spec chart; Change the chain, , 
168,48,48,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente subindo nos dentes da engrenagem,Chain climbing sprocket teeth,Corrente desgastada,Chain worn,"Verificar o desgaste da corrente; Substituir a corrente, se necessário",Check for chain wear; Replace chain as necessary, , 
169,48,48,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente subindo nos dentes da engrenagem,Chain climbing sprocket teeth,Tensão insuficiente,Insufficient tension,Verificar a tensão da corrente; Aumentar a tensão conforme necessário,Check chain tension; Increase tension as needed, , 
170,48,48,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente subindo nos dentes da engrenagem,Chain climbing sprocket teeth,Material nos dentes da engrenagem,Material in tooth pockets,Limpar a engrenagem; Eliminar a causa do acúmulo de material,Clean sprocket; Eliminate cause of material buildup, , 
171,48,48,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente subindo nos dentes da engrenagem,Chain climbing sprocket teeth,Má adaptação entre correntes e engrenagens,Chains & sprockets fit poorly,Notificar o departamento de manutenção,Notify the maintenance department, , 
172,48,48,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente subindo nos dentes da engrenagem,Chain climbing sprocket teeth,Tensão insuficiente da corrente,Insufficient chain wrap,"Alterar o arranjo do acionamento para obter mais dentes da engrenagem em contato com a corrente, ou usar uma engrenagem tensora intermediária para aumentar o contato","Change the driver arrangement to get more sprocket-teeth in contact with the chain, or use an idler take-up sprocket to increase the wrap", , 
173,48,48,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente subindo nos dentes da engrenagem,Chain climbing sprocket teeth,Folga excessiva da corrente,Excessive chain slack,Ajustar os centros ou as engrenagens tensoras para obter uma deflexão final de 2%,Adjust the centers or take-up sprockets for a 2% final deflection, , 
174,49,49,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Acionamento superaquecendo,Drive is running excessively hot,Rotação excessiva,Running too fast,Verificar a velocidade correta do acionamento; Ajustar conforme necessário,Check drive for proper speed; Adjust as required, , 
175,49,49,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Acionamento superaquecendo,Drive is running excessively hot,Lubrificação insuficiente,Insufficient lubrication,Verificar o tipo e a quantidade corretos de lubrificante,Check for the correct type and amount of lubricant, , 
176,49,49,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Acionamento superaquecendo,Drive is running excessively hot,Corrente operando muito rápido para lubrificação em banho,Chain operating too fast for bath lubrication,Utilizar o sistema de lubrificação por fluxo de óleo para lubrificar a corrente,Use the oil stream system to lubricate the chain, , 
177,49,49,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Acionamento superaquecendo,Drive is running excessively hot,Corrente submersa profundamente em banho de óleo em acionamento lubrificado em banho,Chain immersed too deeply in oil bath in bath-lubricated drive,Verificar o acionamento em busca de obstruções e verificar o projeto da proteção; Remover todas as obstruções,"Check the drive for obstructions, and check the guard design; Remove all obstructions", , 
178,50,50,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente presa na engrenagem,Chain hanging in sprocket,Desgaste dos dentes da engrenagem,Worn sprocket teeth,"Verificar o desgaste da corrente e substituir a corrente, se necessário",Check for chain wear and replace the chain as necessary, , 
179,50,50,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente presa na engrenagem,Chain hanging in sprocket,Acúmulo de material nos bolsos dos dentes do acionamento,Material buildup on driver sprocket tooth pockets,Limpar e lubrificar corretamente as engrenagens,Clean and lubricate the sprockets correctly, , 
180,50,50,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente presa na engrenagem,Chain hanging in sprocket,Lubrificante pegajoso,Sticky lubricant,"Verificar a classificação do lubrificante e consultar o gráfico de lubrificantes para essa configuração específica de corrente de transmissão; Substituir pelo lubrificante recomendado, se necessário","Check the grade of the lubricant, and refer to the lubricant chart for that particular chain drive configuration; Replace with the recommended lubricant as necessary", , 
181,51,51,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente chicoteando,Chain whip,Tensão insuficiente,Insufficient tension,Corrigir a tensão; Observação: a tensão deve ser ajustada para desviar 2% da passo entre as engrenagens motora e movida,Correct the tension; Note: the tension should be set to deflect 2% of the pitch between the driver and the driven sprockets, , 
182,51,51,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente chicoteando,Chain whip,Articulações da corrente rígidas,Stiff chain joints,Substituir as articulações danificadas ou instalar uma nova corrente,Replace the bad joints or install a new chain, , 
183,51,51,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente chicoteando,Chain whip,Folga excessiva da corrente,Excessive chain slack,Instalar um tensor de corrente ou engrenagem intermediária ou ajustar os centros das engrenagens,Install a chain take-up or idler sprocket or adjust the centers of the sprockets, , 
184,51,51,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente chicoteando,Chain whip,Cargas pulsantes elevadas,High pulsating loads,Reduzir a carga quando possível ou substituir a corrente por uma de comprimento adequado,Reduce the load where possible or replace the chain with one of suitable length, , 
185,51,51,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Corrente chicoteando,Chain whip,Desgaste irregular da corrente,Nonuniform chain wear,Investigar por que a corrente está desgastando de maneira irregular; Substituir a corrente,Investigate why the chain is wearing in an irregular manner; Replace the chain, , 
186,52,52,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Articulações da corrente rígidas,Stiff chain joints,Desalinhamento do acionamento,Misalignment of drive,Solicitar que a equipe de manutenção verifique o alinhamento e corrija conforme necessário,Have maintenance check the alignment and correct as necessary, , 
187,52,52,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Articulações da corrente rígidas,Stiff chain joints,Corrente desgastada e corroída,Worn and corroded chain,Substituir a corrente; Fornecer a lubrificação correta,Replace the chain; Provide the correct lubrication, , 
188,52,52,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Articulações da corrente rígidas,Stiff chain joints,Lubrificação inadequada,Inadequate lubrication,Limpar e lubrificar corretamente a corrente; Consultar o manual de lubrificação para obter o lubrificante e a aplicação corretos,Clean and lubricate the chain correctly; Refer to the lube manual for the correct lubricant and application, , 
189,52,52,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Articulações da corrente rígidas,Stiff chain joints,Corrosão na corrente,Corrosion on the chain,"Remover qualquer corrosão, lubrificar corretamente a corrente e protegê-la contra futuras corrosões mantendo-a limpa e bem lubrificada","Remove any corrosion, lubricate the chain correctly, and protect the chain from further corrosion by keeping it clean and well lubricated", , 
190,52,52,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Articulações da corrente rígidas,Stiff chain joints,Sobrecarga excessiva,Excessive overload,Identificar a causa da sobrecarga e reduzi-la,Identify the overload cause and reduce it, , 
191,52,52,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Articulações da corrente rígidas,Stiff chain joints,Acúmulo de material nas articulações,Material buildup in joints,Limpar e lubrificar a corrente com mais frequência,Clean and lubricate the chain more frequently, , 
192,52,52,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Articulações da corrente rígidas,Stiff chain joints,Deformação nas bordas das placas laterais da corrente,Peening edges of side plate metal,Verificar interferências na corrente e reparar conforme necessário para remover as marcas de deformação,Check for chain interference and repair as necessary to remove peeping marks, , 
193,53,53,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Desgaste nas placas dos elos da corrente ou nas laterais dos dentes das engrenagens,Wear on chain link plates or sides of sprocket teeth,Desalinhamento da corrente de transmissão,Misalignment of the drive chain,Remover a corrente e corrigir o alinhamento das engrenagens e eixos,Remove the chain and correct the alignment of the sprockets and shafts, , 
194,53,53,Mecânico,Mechanical,Corrente de transmissão,Chain drives,"Pinos, buchas ou roletes quebrados","Broken pins, bushings, or rollers",Velocidade da corrente muito alta para o passo e tamanho das engrenagens,Chain speed too high for the pitch and sprocket size,"Verificar o número de dentes da engrenagem para garantir que esteja dentro dos limites recomendados para a velocidade envolvida; Utilizar uma corrente de passo mais curto de igual ou maior resistência; Selecionar uma engrenagem com mais dentes, se necessário","Check the number of sprocket teeth to ensure that it is within the recommended limits for the speed involved; Use a shorter pitch chain of equal or greater strength; Select a sprocket with more teeth, if necessary", , 
195,53,53,Mecânico,Mechanical,Corrente de transmissão,Chain drives,"Pinos, buchas ou roletes quebrados","Broken pins, bushings, or rollers",Acúmulo de material nos bolsos dos dentes da engrenagem,Material buildup in sprocket tooth pockets,Remover o acúmulo de material das engrenagens,Remove material buildup from the sprockets, , 
196,53,53,Mecânico,Mechanical,Corrente de transmissão,Chain drives,"Pinos, buchas ou roletes quebrados","Broken pins, bushings, or rollers",Choque intenso ou cargas aplicadas abruptamente,Heavy shock or suddenly applied loads,Reduzir as cargas de choque,Reduce the shock loads, , 
197,54,54,Mecânico,Mechanical,Corrente de transmissão,Chain drives,"Pinos, buchas ou roletes quebrados (continuação)","Broken pins, bushings, or rollers (continued)",Nan,Nan,"Verificar a excentricidade da concentricidade do eixo, prestando atenção especial ao dispositivo de travamento no cubo da engrenagem; Corrigir, se necessário",Check the shaft runout for eccentricity paying particular attention to the locking device on the sprocket hub; Correct if necessary, , 
198,54,54,Mecânico,Mechanical,Corrente de transmissão,Chain drives,"Pinos, buchas ou roletes quebrados (continuação)","Broken pins, bushings, or rollers (continued)",Lubrificação inadequada,Inadequate lubrication,Lubrificar corretamente a corrente,Lubricate the chain correctly, , 
199,54,54,Mecânico,Mechanical,Corrente de transmissão,Chain drives,"Pinos, buchas ou roletes quebrados (continuação)","Broken pins, bushings, or rollers (continued)",Engrenagens mal ajustadas,Poorly fitted sprockets,Verificar o desgaste das engrenagens e corrigir o diâmetro inferior,Check the sprockets for wear and correct the bottom diameter, , 
200,54,54,Mecânico,Mechanical,Corrente de transmissão,Chain drives,"Pinos, buchas ou roletes quebrados (continuação)","Broken pins, bushings, or rollers (continued)",Corrosão na corrente ou nas engrenagens,Chain or sprocket corrosion,"Remover qualquer corrosão da corrente ou das engrenagens, lubrificar corretamente a corrente e proteger a corrente e as engrenagens contra futuras corrosões mantendo a corrente limpa e bem lubrificada","Remove any corrosion from the chain or sprocket, lubricate the chain correctly, and protect the chain and sprocket from further corrosion by keeping the chain clean and well lubricated", , 
201,55,55,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Pulsação,Pulsation,Tensão da corrente muito baixa,Chain tension too low,Ajustar os tensores para restaurar a tensão adequada,Adjust the take-ups to restore the proper tension, , 
202,55,55,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Pulsação,Pulsation,Velocidade da corrente muito lenta,Chain speed too slow,Aumentar o tamanho da engrenagem ou aumentar a velocidade do transportador,Increase the size of the sprocket or increase the conveyor speed, , 
203,55,55,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Pulsação,Pulsation,Obstrução,Obstruction,Remover a obstrução e garantir que o ramo inferior não esteja batendo em um objeto estranho,Remove the obstruction and ensure that the lower strand is not striking a foreign object, , 
204,55,55,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Pulsação,Pulsation,Lubrificantes pesados ou viscosos,Heavy or tacky lubricants,Limpar e lubrificar corretamente a corrente,Clean and lubricate the chain correctly, , 
